"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"28","@Pado_Sutan Dia jahatkan? Aku sk liat video gitu2, dia benci ke oak jokowi, oadahal pak jokowi udh baek krn udh kas… https://t.co/hnO2X2qNa3",FALSE,0,"Pado_Sutan",2020-08-12 04:42:01,TRUE,"1293406831092436995","1293407369406246913","155178219","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renzeb08",0,FALSE,FALSE,NA,NA
"29","Ini buktinya sk penggabungan Stie Indonesia raya dengan Stkip Pancasakti menjadi Universitas https://t.co/X0wnGuMkI3",FALSE,1,NA,2020-08-12 04:07:03,FALSE,NA,"1293398566203871233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"30","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/3H9XZgGcda",FALSE,1,NA,2020-08-12 04:03:09,FALSE,NA,"1293397588540981248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"31","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/7cDa5PDiR9",FALSE,1,NA,2020-08-12 01:21:45,FALSE,NA,"1293356968736784385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"32","Ini sk penggabungan Stie Indonesia Raya dengan Stkip menjadi Universitas https://t.co/w86xeWS3TJ",FALSE,2,NA,2020-08-12 00:40:00,FALSE,NA,"1293346460847583232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"33","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/pPAtAsvoFG",FALSE,1,NA,2020-08-12 00:26:42,FALSE,NA,"1293343113860112384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"34","RT @ridwankamil: Keterharuan perwakilan para guru honorer Jawa Barat yang mendapatkan surat keputusan dari gubernur setelah lolos seleksi a…",FALSE,0,NA,2020-08-11 23:03:58,FALSE,NA,"1293322296426287104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bilalsaratoga",354,TRUE,FALSE,NA,NA
"35","RT @yoseflaw: Keseluruhan proyek belajar ini saya rangkum dalam sebuah pos Medium berikut: https://t.co/CNPk1QRUsy",FALSE,0,NA,2020-08-11 22:07:24,FALSE,NA,"1293308058781720576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","okiriza",1,TRUE,FALSE,NA,NA
"36","Keseluruhan proyek belajar ini saya rangkum dalam sebuah pos Medium berikut: https://t.co/CNPk1QRUsy",FALSE,0,"yoseflaw",2020-08-11 16:54:36,FALSE,"1292944030335225857","1293229341539733505","113025571","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yoseflaw",1,FALSE,FALSE,NA,NA
"37","Unggahan status Facebook (FB) Ketua Persatuan Guru Republik Indonesia (PGRI) Kabupaten Jember, Supriyono pada 2 Agu… https://t.co/QZtvZDoDsi",FALSE,0,NA,2020-08-11 12:31:23,TRUE,NA,"1293163098451435522",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kradiojember",0,FALSE,FALSE,NA,NA
"38","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas Pancasakti https://t.co/mEC9Qc7G5Z",FALSE,1,NA,2020-08-11 11:21:01,FALSE,NA,"1293145390242344960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"39","Perkembangan Situasi terkait Sebaran Pandemi COVID-19 di Slowakia per tanggal 11/8/2020
.
Silakan menghubungi hotli… https://t.co/id8lhnZQtO",FALSE,0,NA,2020-08-11 09:45:51,TRUE,NA,"1293121440485711872",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",0,FALSE,FALSE,NA,NA
"40","Tiga Alumni Juara Piala AFF U-16 yang Dicoret dari Timnas Indonesia U-19

https://t.co/rQr0eiS0L9",FALSE,1,NA,2020-08-11 09:32:02,FALSE,NA,"1293117963847909377",NA,"<a href=""https://skor.id"" rel=""nofollow"">SKOR.ID</a>","skorindonesia",0,FALSE,FALSE,NA,NA
"41","@RPWAutobase_ bahasa indonesia, remed Ji kalau bahasa inggris:( ga pede",FALSE,0,"RPWAutobase_",2020-08-11 09:02:21,FALSE,"1293107625245020160","1293110493880578048","1524778772","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SK_JiwonKim92",0,FALSE,FALSE,NA,NA
"42","RT @Kemlu_RI: 2. Pameran foto menggambarkan kiprah kita sebagai anggota DK PBB.

Untuk #SahabatKemlu yg tidak melewati Stasiun MRT Bundaran…",FALSE,0,NA,2020-08-11 06:09:46,FALSE,NA,"1293067062991106048",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",13,TRUE,FALSE,NA,NA
"43","RT @Kemlu_RI: 1. Hai #SahabatKemlu! Buat kamu yg kebetulan melewati Stasiun @MRTJakarta Bundaran HI apakah sudah lihat Pameran Foto mengena…",FALSE,0,NA,2020-08-11 06:09:40,FALSE,NA,"1293067036407496704",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",62,TRUE,FALSE,NA,NA
"44","RT @KemensetnegRI: HUT ke-75 Kemerdekaan RI Momentum Kebangkitan Indonesia Maju

https://t.co/1H4RbX4UcH https://t.co/RgCczAHwEx",FALSE,0,NA,2020-08-11 06:09:18,FALSE,NA,"1293066947576438787",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",5,TRUE,FALSE,NA,NA
"45","RT @KPK_RI: Semangat Pagi #KawanAksi 
Setelah meluncurkan Laporan Tahunan KPK 2019 yang disiarkan Live di Youtube KPK RI, #KawanAksi juga d…",FALSE,0,NA,2020-08-11 06:07:16,FALSE,NA,"1293066434503946240",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",12,TRUE,FALSE,NA,NA
"46","RT @Kemlu_RI: #SahabatKemlu, berikut Perkembangan #COVID19 di Dunia &amp; Pelindungan WNI per 11/08 pkl 08.00 WIB. 

Tambahan WNI terkonfirmasi…",FALSE,0,NA,2020-08-11 06:06:39,FALSE,NA,"1293066277892829184",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",18,TRUE,FALSE,NA,NA
"47","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/C4BsQObfSd",FALSE,1,NA,2020-08-11 06:03:49,FALSE,NA,"1293065566878482432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"48","@diddekarisma Arema indonesia po arema fc po arema cronus sam sk ulangtahun<U+270C>",FALSE,0,"diddekarisma",2020-08-11 05:33:34,FALSE,"1292871921889996800","1293057952362897408","3506855952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HdMiftak",0,FALSE,FALSE,NA,NA
"49","<U+0001F4CC> 11 Agustus 1958
Perdana Menteri Indonesia, Ir. H. Djuanda, mengeluarkan SK No. 377/PM/1958 tentang berdirinya Akademi Ilmu Statistik.",FALSE,0,"alfinanurpiana",2020-08-11 04:49:04,FALSE,"1293046506694443008","1293046753998958592","1287384525719257088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfinanurpiana",0,FALSE,FALSE,NA,NA
"50","Penyerahan SK Jabatan Fungsional Akademik Dosen. Alhamdullilah AA semoga Berkah @ Semarang, Indonesia https://t.co/jJQ9SxGZrA",FALSE,0,NA,2020-08-11 03:25:03,FALSE,NA,"1293025609103233024",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","zul_pining",0,FALSE,FALSE,"110.417","-6.96667"
"51","RT @PMBreakingNews: Breaking: Mount Sinabung Volcano in Sumatra, Indonesia, has erupted.  https://t.co/j7oKA6nr0g",FALSE,0,NA,2020-08-10 19:31:49,FALSE,NA,"1292906517142867969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_Venable",84716,TRUE,FALSE,NA,NA
"52","RT @PMBreakingNews: Breaking: Mount Sinabung Volcano in Sumatra, Indonesia, has erupted.  https://t.co/j7oKA6nr0g",FALSE,0,NA,2020-08-10 18:31:17,FALSE,NA,"1292891284470890500",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Named_SK",84716,TRUE,FALSE,NA,NA
"53","RT @PMBreakingNews: Breaking: Mount Sinabung Volcano in Sumatra, Indonesia, has erupted.  https://t.co/j7oKA6nr0g",FALSE,0,NA,2020-08-10 16:13:33,FALSE,NA,"1292856623875133441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nella_sk",84716,TRUE,FALSE,NA,NA
"54","Dewan Pengurus Provinsi Asosiasi Perusahaan Klining Servis Indonesia (DPP APKLINDO) Lampung menerima Surat Keputusa… https://t.co/mRwdlW6ojV",FALSE,0,NA,2020-08-10 15:56:53,TRUE,NA,"1292852428526641152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","apklindocenter",0,FALSE,FALSE,NA,NA
"55","Martapura, Sriwijaya Terkini. co. Id-Ketua  Serikat Media Siber Indonesia (SMSI) Sumatera Selatan  (Sumsel),  Jon H… https://t.co/MuRmqNriEL",FALSE,0,NA,2020-08-10 15:21:48,TRUE,NA,"1292843599965503488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sriwijayaterkin",0,FALSE,FALSE,NA,NA
"56","Perkembangan Situasi terkait Sebaran Pandemi COVID-19 di Slowakia per tanggal 10/8/2020
.
Silakan menghubungi hotli… https://t.co/J682SPyUNQ",FALSE,0,NA,2020-08-10 12:52:09,TRUE,NA,"1292805937837809666",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",0,FALSE,FALSE,NA,NA
"57","VAIW72535 Maps Atlases - 150x225cm Indonesia Map Peta Pendidikan Sekolah Siswa Peta Dekorasi Kantor… https://t.co/k4kE99eELc",FALSE,0,NA,2020-08-10 12:30:26,TRUE,NA,"1292800474433945607",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LawawaSupplies",0,FALSE,FALSE,NA,NA
"58","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas Pancasakti https://t.co/vINfFCe6Qq",FALSE,1,NA,2020-08-10 11:28:32,FALSE,NA,"1292784894527995904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"59","@saturnhwaa @bookimbab @yoonwonhao @Berlinike @Rizaldymilan @cacaanjayyy @tubirfess tapi gak kontribusi ke ekonomi… https://t.co/YfUnYyJwZX",FALSE,0,"saturnhwaa",2020-08-10 09:55:49,TRUE,"1292761300339052544","1292761561224773634","1170703224011026432","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"60","#Kubu Tommy Ragukan SK Menkum HAM, Sekjen Berkarya Kubu Muchdi Sebut Tak Ambil Pusing | https://t.co/B4N2Sf8Rnd -… https://t.co/rNjPaCWjLV",FALSE,0,NA,2020-08-10 09:28:17,TRUE,NA,"1292754631790125057",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Demokrasiq",0,FALSE,FALSE,NA,NA
"61","@txtdariHani @KeyOfUrHousee @tubirfess lo goblok kalo ngomong gitu

orang mau kekorea salah satunya kena hallyu gob… https://t.co/r4psUZVWMM",FALSE,0,"txtdariHani",2020-08-10 08:41:48,TRUE,"1292742516056285185","1292742936531091461","1040169603668660224","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"62","@helowhodis @Berlinike @Rizaldymilan @cacaanjayyy @tubirfess gw ngomong kenyataan aja apakah 50 persen kpopers di I… https://t.co/9KP30TrL3R",FALSE,0,"helowhodis",2020-08-10 08:34:49,TRUE,"1292740974284660736","1292741179516190720","1098251900003078144","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"63","@seblakbandoeng @Berlinike @Rizaldymilan @cacaanjayyy @tubirfess wajib buat yang halu dan gak bisa menerima kenyata… https://t.co/lPFcNybBtR",FALSE,0,"seblakbandoeng",2020-08-10 08:32:36,TRUE,"1292740340915421184","1292740622118338561","1106376473886126080","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"64","RT @hidcom: Haedar menyebutkan, para pimpinan Muhammadiyah saat ini &amp; ke depan semakin dituntut kedalaman &amp; keluasan ilmumya dalam membawa…",FALSE,0,NA,2020-08-10 08:17:52,FALSE,NA,"1292736911748919296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","idinzainuddin",2,TRUE,FALSE,NA,NA
"65","@Berlinike @Rizaldymilan @cacaanjayyy @tubirfess berapa banyak dah imigrasi nyatet keluar negeri orang Indonesia ke… https://t.co/1Cx51IpKdz",FALSE,0,"Berlinike",2020-08-10 08:14:26,TRUE,"1292735652690145283","1292736049467154432","1004572223967920128","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"66","@Berlinike @Rizaldymilan @cacaanjayyy @tubirfess gw ngelihat nyata yang begitu di bandara

mau lu sampe telanjang p… https://t.co/lQ1dNqLJu7",FALSE,0,"Berlinike",2020-08-10 08:05:50,TRUE,"1292733565726109697","1292733886334513155","1004572223967920128","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paffloi",0,FALSE,FALSE,NA,NA
"67","RT @hidcom: Haedar menyebutkan, para pimpinan Muhammadiyah saat ini &amp; ke depan semakin dituntut kedalaman &amp; keluasan ilmumya dalam membawa…",FALSE,0,NA,2020-08-10 06:04:00,FALSE,NA,"1292703225385062400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","indunissy_al",2,TRUE,FALSE,NA,NA
"68","RT @PMBreakingNews: Breaking: Mount Sinabung Volcano in Sumatra, Indonesia, has erupted.  https://t.co/j7oKA6nr0g",FALSE,0,NA,2020-08-10 05:59:43,FALSE,NA,"1292702147172159494",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sk_ut",84716,TRUE,FALSE,NA,NA
"69","Haedar menyebutkan, para pimpinan Muhammadiyah saat ini &amp; ke depan semakin dituntut kedalaman &amp; keluasan ilmumya da… https://t.co/IsbatgBP8e",FALSE,3,NA,2020-08-10 05:25:48,TRUE,NA,"1292693609855070211",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hidcom",2,FALSE,FALSE,NA,NA
"70","PSI MENANGKAN OLLY - STEVEN !

Penyerahan Surat Keputusan (SK) Partai Solidaritas Indonesia (PSI) oleh Ketua Umum G… https://t.co/Wu94ZneE0v",FALSE,0,NA,2020-08-10 05:04:58,TRUE,NA,"1292688366174175232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","psi_mdc",0,FALSE,FALSE,NA,NA
"71","@langitm14233948 @nauval_yasar @drpriono @fkmui @univ_indonesia @BNPB_Indonesia jd, buat apa dong kalau Tim Pakar i… https://t.co/4eInjV8xqa",FALSE,1,"langitm14233948",2020-08-10 02:42:00,TRUE,"1292648522940968962","1292652390592651264","1118998685445050368","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ferdymad",0,FALSE,FALSE,NA,NA
"72","@HilmiSasra @astrienova_ @Lady_Zeebo Lama"" hilang ciri khas Indonesia nya dong...",FALSE,0,"HilmiSasra",2020-08-10 02:19:42,FALSE,"1292269938774667264","1292646775128338432","1239628207361380359","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","didie_sk",0,FALSE,FALSE,NA,NA
"73","@txtfesss Halo kak tae ini ais fans-mu dri negara Indonesia ais pengen ke SK tpi ga punya duit beliin tiket dong ka… https://t.co/TAFP4F6Pfo",FALSE,0,"txtfesss",2020-08-10 00:44:38,TRUE,"1292605353377456130","1292622851938217984","1211767657109671941","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gyme_tea",0,FALSE,FALSE,NA,NA
"74","@BersamaSahabat4 @Nadjib_17 @AgoesAguss @namakuICT @ShanteeShu @Bun4dl4n @DefenderH312y @AbidahMuthi @Iyink7… https://t.co/t0ePOt4G1u",FALSE,2,"BersamaSahabat4",2020-08-09 23:50:59,TRUE,"1292396800830132224","1292609349202800640","1283615933374664710","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bimasen51315323",0,FALSE,FALSE,NA,NA
"75","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/YDcm4E6aL9",FALSE,1,NA,2020-08-09 23:45:47,FALSE,NA,"1292608043465621505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"76","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/sDljXvymhp",FALSE,1,NA,2020-08-09 21:58:40,FALSE,NA,"1292581087743418368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"77","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/nj1Uy5MfmJ",FALSE,1,NA,2020-08-09 21:42:56,FALSE,NA,"1292577128303616001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"78","RT @teamperayaid: <U+2B55><U+FE0F> UPDATE Pos Donasi Indonesia
- Per 09/08/2020 (IDR)

» BCA: 7,614,000
» Jenius: 1,470,500

Total: 9,084,500
===========…",FALSE,0,NA,2020-08-09 16:14:30,FALSE,NA,"1292494474677850112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK__PRY",83,TRUE,FALSE,NA,NA
"79","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/iWsbFKhWdb",FALSE,1,NA,2020-08-09 14:34:32,FALSE,NA,"1292469314063196161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"80","Perkembangan Situasi terkait Sebaran Pandemi COVID-19 di Slowakia per tanggal 9/8/2020
.
Silakan menghubungi hotlin… https://t.co/W3jGgtMDlW",FALSE,0,NA,2020-08-09 11:34:11,TRUE,NA,"1292423930909786118",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",0,FALSE,FALSE,NA,NA
"81","@feriamsari Wah, syukurlah Malaysia belajar dari Indonesia bg. Ikut bangga. Btw, babang ganteng ga baca buku tentan… https://t.co/K4fljkjiGj",FALSE,0,"feriamsari",2020-08-09 10:27:12,TRUE,"1292404391551492100","1292407074521939976","99728171","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wendiharjupa",0,FALSE,FALSE,NA,NA
"82","Ini sk penggabungan Stie Indonesia raya dengan Stkip Pancasakti menjadi Universitas https://t.co/yXbojBDGVA",FALSE,1,NA,2020-08-09 09:55:29,FALSE,NA,"1292399091108818944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"83","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/HCkra4dsS6",FALSE,1,NA,2020-08-09 09:53:17,FALSE,NA,"1292398537657835520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"84","Ini penggabungan sk Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/3ka6zTd5E3",FALSE,1,NA,2020-08-09 09:47:13,FALSE,NA,"1292397011929448448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"85","aku baru tau https://t.co/DGrTwk1I0T tuh punya orang indonesia, kayaknya juga harus coba buka cabang di sk",FALSE,0,"atinaikhsani",2020-08-09 06:22:17,FALSE,"1292345278889000961","1292345437660180480","462667139","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","atinaikhsani",0,FALSE,FALSE,NA,NA
"86","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi universitas https://t.co/vhYN4pwHhi",FALSE,1,NA,2020-08-09 04:56:18,FALSE,NA,"1292323799732375552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"87","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/YNDZk22bnT",FALSE,1,NA,2020-08-09 04:49:32,FALSE,NA,"1292322094928130050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"88","Ini sk penggabungan Stie Indonesia Raya dengan Stkip pancasakti menjadi Universitas https://t.co/N4GIrHO2hp",FALSE,2,NA,2020-08-09 04:19:51,FALSE,NA,"1292314625464086529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"89","RT @Kemlu_RI: #SahabatKemlu, berikut Perkembangan #COVID19 di Dunia &amp; Pelindungan WNI per 09/08 pkl 08.00 WIB. 

Tambahan 1 WNI terkonfirma…",FALSE,0,NA,2020-08-09 03:33:31,FALSE,NA,"1292302964745478144",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",21,TRUE,FALSE,NA,NA
"90","@peachybommm masih aja deh ribut wkwkw gamau dukung sp2 ah males selebgram skrg pd gada otak:( kt nya subscribe aus… https://t.co/AScwddTKOB",FALSE,0,"peachybommm",2020-08-09 01:32:34,TRUE,"1292271290829561856","1292272529139261445","1271371421109772289","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myvalentineyuno",0,FALSE,FALSE,NA,NA
"91","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/UdZVfDd66A",FALSE,2,NA,2020-08-08 16:07:55,FALSE,NA,"1292130428459999233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"92","Ini sk penggabungan Stie Indonesia Raya dengan Stkip Pancasakti menjadi Universitas https://t.co/psIrcQYrjU",FALSE,1,NA,2020-08-08 15:07:00,FALSE,NA,"1292115097075118080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorentiusFlor1",0,FALSE,FALSE,NA,NA
"93","RT @pupuk_indonesia: Melalui SK-262/MBU/08/2020 dan SK-263/MBU/08/2020 tanggal 04/08/2020 yang diumumkan saat Rapat Umum Pemegang Saham (RU…",FALSE,0,NA,2020-08-08 14:39:49,FALSE,NA,"1292108256903483393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ramenow",2,TRUE,FALSE,NA,NA
"94","Perkembangan Situasi terkait Sebaran Pandemi COVID-19 di Slowakia per tanggal 8/8/2020
.
Silakan menghubungi hotlin… https://t.co/cmOIAAY0Ws",FALSE,0,NA,2020-08-08 13:45:30,TRUE,NA,"1292094589139124224",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","indonesia_sk",0,FALSE,FALSE,NA,NA
"95","@SK__ROLEPLAYER ULANG ULANG. KELOMPOK B. 

1. aviastar
2. garuda indonesia
3. merpari nusantara airlines
4. sky aviation
5. xpress air.",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:37:39,FALSE,"1292091134148112384","1292092612795461633","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_MLisa97",0,FALSE,FALSE,NA,NA
"96","@SK__ROLEPLAYER KELOMPOK B

1. Garuda Indonesia

2. Citilink

3. Batik Air

4. Lion Air

5. Sriwijaya Air",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:36:18,FALSE,"1292091134148112384","1292092271672692736","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_JuyeonLee",0,FALSE,FALSE,NA,NA
"97","5 Provinsi di Indonesia dong<U+0001F605>",FALSE,0,NA,2020-08-08 13:35:54,FALSE,NA,"1292092171051397121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_WJSNEunseo",0,FALSE,FALSE,NA,NA
"98","@SK__ROLEPLAYER Garuda Indonesia

Citilink

Batik Air

Lion Air

Sriwijaya Air",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:35:11,FALSE,"1292091134148112384","1292091990603993088","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_JuyeonLee",0,FALSE,FALSE,NA,NA
"99","Lion air

Air asia

Garuda indonesia

Ikan indosiar",FALSE,0,NA,2020-08-08 13:33:45,FALSE,NA,"1292091632808943617",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SK_BaeIrene91",0,FALSE,FALSE,NA,NA
"100","@SK__ROLEPLAYER AIR ASIA, GARUDA INDONESIA, LION AIR,  BATIK AIR, WINGS AIR",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:33:34,FALSE,"1292091134148112384","1292091585207791617","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_WJSNEunseo",0,FALSE,FALSE,NA,NA
"101","@SK__ROLEPLAYER Kelompok D
Lion air, citilink, garuda indonesia, batik air, air asia",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:33:08,FALSE,"1292091134148112384","1292091476067794944","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_DahyunTwice",0,FALSE,FALSE,NA,NA
"102","@SK__ROLEPLAYER Garuda indonesia
Buta
Lion
Bahlul
Bagus",FALSE,0,"SK__ROLEPLAYER",2020-08-08 13:32:06,FALSE,"1292091134148112384","1292091217899995136","1298143572","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SK_JungJaehyun",0,FALSE,FALSE,NA,NA
